dataset,cov_sect,role,field,coverage%,coverage
CR,C,AP,10-G1,0.0,0
comb,C,AP,10-G1,0.0,0
MAG,A,AP,10-G1,0.6428571428571429,9
OA,A,AP,10-G1,0.5714285714285714,8
CR,A,AP,10-G1,0.21428571428571427,3
comb,A,AP,10-G1,0.8571428571428571,12
MAG,A,AP,10-G1,0.7368421052631579,14
OA,A,AP,10-G1,0.631578947368421,12
CR,A,AP,10-G1,0.5789473684210527,11
comb,A,AP,10-G1,0.8421052631578947,16
MAG,C,AP,10-G1,0.0,0
OA,C,AP,10-G1,0.5,5
CR,C,AP,10-G1,0.1,1
comb,C,AP,10-G1,0.1,1
MAG,A,AP,10-G1,0.75,9
OA,A,AP,10-G1,0.3333333333333333,4
CR,A,AP,10-G1,0.3333333333333333,4
comb,A,AP,10-G1,0.75,9
MAG,C,AP,10-G1,0.0,0
OA,C,AP,10-G1,0.0,0
CR,C,AP,10-G1,0.0,0
comb,C,AP,10-G1,0.0,0
MAG,A,AP,10-G1,0.9333333333333333,14
OA,A,AP,10-G1,0.6,9
CR,A,AP,10-G1,0.2,3
comb,A,AP,10-G1,0.9333333333333333,14
MAG,A,AP,10-G1,0.7142857142857143,10
OA,A,AP,10-G1,0.14285714285714285,2
CR,A,AP,10-G1,0.0,0
comb,A,AP,10-G1,0.7142857142857143,10
MAG,A,AP,10-G1,0.7083333333333334,17
OA,A,AP,10-G1,0.7083333333333334,17
CR,A,AP,10-G1,0.4166666666666667,10
comb,A,AP,10-G1,0.7916666666666666,19
MAG,C,AP,10-G1,0.5,6
OA,C,AP,10-G1,0.6666666666666666,8
CR,C,AP,10-G1,0.0,0
comb,C,AP,10-G1,0.5,6
MAG,A,AP,10-G1,0.8125,13
OA,A,AP,10-G1,1.0,16
CR,A,AP,10-G1,0.5,8
comb,A,AP,10-G1,0.8125,13
MAG,C,AP,10-G1,0.15384615384615385,2
OA,C,AP,10-G1,0.0,0
CR,C,AP,10-G1,0.07692307692307693,1
comb,C,AP,10-G1,0.23076923076923078,3
MAG,A,AP,10-G1,1.0,10
OA,A,AP,10-G1,1.0,10
CR,A,AP,10-G1,1.0,10
comb,A,AP,10-G1,1.0,10
MAG,A,AP,10-G1,0.8571428571428571,6
OA,A,AP,10-G1,0.7142857142857143,5
CR,A,AP,10-G1,0.5714285714285714,4
comb,A,AP,10-G1,0.8571428571428571,6
MAG,B,AP,10-G1,0.5,7
OA,B,AP,10-G1,0.8571428571428571,12
CR,B,AP,10-G1,0.42857142857142855,6
comb,B,AP,10-G1,0.5714285714285714,8
MAG,A,AP,10-G1,0.8260869565217391,19
OA,A,AP,10-G1,0.391304347826087,9
CR,A,AP,10-G1,0.2608695652173913,6
comb,A,AP,10-G1,0.8260869565217391,19
MAG,B,AP,10-G1,0.5555555555555556,5
OA,B,AP,10-G1,0.6666666666666666,6
CR,B,AP,10-G1,0.3333333333333333,3
comb,B,AP,10-G1,0.5555555555555556,5
MAG,C,AP,10-G1,0.15384615384615385,2
OA,C,AP,10-G1,0.0,0
CR,C,AP,10-G1,0.0,0
comb,C,AP,10-G1,0.15384615384615385,2
MAG,C,AP,10-G1,0.06666666666666667,1
OA,C,AP,10-G1,0.13333333333333333,2
CR,C,AP,10-G1,0.13333333333333333,2
comb,C,AP,10-G1,0.13333333333333333,2
MAG,C,AP,10-G1,0.0,0
OA,C,AP,10-G1,0.0625,1
CR,C,AP,10-G1,0.0625,1
comb,C,AP,10-G1,0.0625,1
MAG,B,AP,10-G1,0.30434782608695654,7
OA,B,AP,10-G1,0.6086956521739131,14
CR,B,AP,10-G1,0.21739130434782608,5
comb,B,AP,10-G1,0.5652173913043478,13
MAG,C,AP,10-G1,0.2,2
OA,C,AP,10-G1,0.6,6
CR,C,AP,10-G1,0.2,2
comb,C,AP,10-G1,0.3,3
MAG,B,AP,10-G1,0.6956521739130435,16
OA,B,AP,10-G1,0.6956521739130435,16
CR,B,AP,10-G1,0.13043478260869565,3
comb,B,AP,10-G1,0.6956521739130435,16
MAG,B,AP,10-G1,0.1590909090909091,7
OA,B,AP,10-G1,0.09090909090909091,4
CR,B,AP,10-G1,0.0,0
comb,B,AP,10-G1,0.1590909090909091,7
MAG,C,AP,10-G1,0.0,0
OA,C,AP,10-G1,0.0,0
CR,C,AP,10-G1,0.0,0
comb,C,AP,10-G1,0.0,0
MAG,A,AP,10-G1,0.3684210526315789,7
OA,A,AP,10-G1,0.3157894736842105,6
CR,A,AP,10-G1,0.10526315789473684,2
comb,A,AP,10-G1,0.6842105263157895,13
MAG,A,AP,10-G1,0.9166666666666666,11
OA,A,AP,10-G1,0.3333333333333333,4
CR,A,AP,10-G1,0.08333333333333333,1
comb,A,AP,10-G1,0.9166666666666666,11
MAG,A,AP,10-G1,0.6944444444444444,25
OA,A,AP,10-G1,0.7777777777777778,28
CR,A,AP,10-G1,0.05555555555555555,2
comb,A,AP,10-G1,0.75,27
MAG,A,AP,10-G1,0.7142857142857143,10
OA,A,AP,10-G1,0.6428571428571429,9
CR,A,AP,10-G1,0.6428571428571429,9
comb,A,AP,10-G1,0.8571428571428571,12
MAG,A,AP,10-G1,0.9333333333333333,14
OA,A,AP,10-G1,0.7333333333333333,11
CR,A,AP,10-G1,0.3333333333333333,5
comb,A,AP,10-G1,0.9333333333333333,14
MAG,C,AP,10-G1,0.23076923076923078,3
OA,C,AP,10-G1,0.23076923076923078,3
CR,C,AP,10-G1,0.23076923076923078,3
comb,C,AP,10-G1,0.3076923076923077,4
MAG,B,AP,10-G1,0.5833333333333334,7
OA,B,AP,10-G1,0.16666666666666666,2
CR,B,AP,10-G1,0.16666666666666666,2
comb,B,AP,10-G1,0.5833333333333334,7
MAG,A,AP,10-G1,0.8,20
OA,A,AP,10-G1,0.32,8
CR,A,AP,10-G1,0.2,5
comb,A,AP,10-G1,0.8,20
MAG,C,AP,10-G1,0.25,5
OA,C,AP,10-G1,0.25,5
CR,C,AP,10-G1,0.2,4
comb,C,AP,10-G1,0.35,7
MAG,C,AP,10-G1,0.0,0
OA,C,AP,10-G1,0.0,0
CR,C,AP,10-G1,0.0,0
comb,C,AP,10-G1,0.0,0
MAG,C,AP,10-G1,0.3076923076923077,4
OA,C,AP,10-G1,0.23076923076923078,3
CR,C,AP,10-G1,0.15384615384615385,2
comb,C,AP,10-G1,0.46153846153846156,6
MAG,C,AP,10-G1,0.0,0
OA,C,AP,10-G1,0.2727272727272727,3
CR,C,AP,10-G1,0.09090909090909091,1
comb,C,AP,10-G1,0.2727272727272727,3
MAG,A,AP,10-G1,0.5555555555555556,5
OA,A,AP,10-G1,0.7777777777777778,7
CR,A,AP,10-G1,0.5555555555555556,5
comb,A,AP,10-G1,0.7777777777777778,7
MAG,A,AP,10-G1,0.6923076923076923,9
OA,A,AP,10-G1,0.6923076923076923,9
CR,A,AP,10-G1,0.5384615384615384,7
comb,A,AP,10-G1,0.7692307692307693,10
MAG,A,AP,10-G1,0.7333333333333333,11
OA,A,AP,10-G1,0.9333333333333333,14
CR,A,AP,10-G1,0.8666666666666667,13
comb,A,AP,10-G1,0.9333333333333333,14
MAG,A,AP,10-G1,1.0,13
OA,A,AP,10-G1,1.0,13
CR,A,AP,10-G1,0.9230769230769231,12
comb,A,AP,10-G1,1.0,13
MAG,B,AP,10-G1,0.6666666666666666,8
OA,B,AP,10-G1,0.08333333333333333,1
CR,B,AP,10-G1,0.0,0
comb,B,AP,10-G1,0.6666666666666666,8
MAG,C,AP,10-G1,0.02702702702702703,1
OA,C,AP,10-G1,0.02702702702702703,1
CR,C,AP,10-G1,0.0,0
comb,C,AP,10-G1,0.05405405405405406,2
MAG,B,AP,10-G1,0.2916666666666667,7
OA,B,AP,10-G1,0.125,3
CR,B,AP,10-G1,0.0,0
comb,B,AP,10-G1,0.375,9
MAG,B,AP,10-G1,0.42857142857142855,6
OA,B,AP,10-G1,0.7142857142857143,10
CR,B,AP,10-G1,0.2857142857142857,4
comb,B,AP,10-G1,0.42857142857142855,6
MAG,B,AP,10-G1,0.6666666666666666,12
OA,B,AP,10-G1,0.7777777777777778,14
CR,B,AP,10-G1,0.0,0
comb,B,AP,10-G1,0.6666666666666666,12
MAG,C,AP,10-G1,0.2727272727272727,6
OA,C,AP,10-G1,0.2727272727272727,6
CR,C,AP,10-G1,0.13636363636363635,3
comb,C,AP,10-G1,0.36363636363636365,8
MAG,A,AP,10-G1,0.8461538461538461,11
OA,A,AP,10-G1,0.07692307692307693,1
CR,A,AP,10-G1,0.0,0
comb,A,AP,10-G1,0.8461538461538461,11
MAG,B,AP,10-G1,0.44,11
OA,B,AP,10-G1,0.4,10
CR,B,AP,10-G1,0.12,3
comb,B,AP,10-G1,0.48,12
MAG,C,AP,10-G1,0.2857142857142857,4
OA,C,AP,10-G1,0.2857142857142857,4
CR,C,AP,10-G1,0.0,0
comb,C,AP,10-G1,0.35714285714285715,5
MAG,A,AP,10-G1,0.7894736842105263,15
OA,A,AP,10-G1,0.5263157894736842,10
CR,A,AP,10-G1,0.3684210526315789,7
comb,A,AP,10-G1,0.7894736842105263,15
MAG,C,AP,10-G1,0.0,0
OA,C,AP,10-G1,0.3333333333333333,4
CR,C,AP,10-G1,0.08333333333333333,1
comb,C,AP,10-G1,0.08333333333333333,1
MAG,A,AP,10-G1,0.8571428571428571,12
OA,A,AP,10-G1,0.8571428571428571,12
CR,A,AP,10-G1,0.7857142857142857,11
comb,A,AP,10-G1,1.0,14
MAG,C,AP,10-G1,0.0,0
OA,C,AP,10-G1,0.0,0
CR,C,AP,10-G1,0.0,0
comb,C,AP,10-G1,0.0,0
MAG,C,AP,10-G1,0.38461538461538464,5
OA,C,AP,10-G1,0.15384615384615385,2
CR,C,AP,10-G1,0.15384615384615385,2
comb,C,AP,10-G1,0.46153846153846156,6
MAG,B,AP,10-G1,0.4666666666666667,7
OA,B,AP,10-G1,0.0,0
CR,B,AP,10-G1,0.0,0
comb,B,AP,10-G1,0.4666666666666667,7
MAG,A,AP,10-G1,1.0,11
OA,A,AP,10-G1,0.9090909090909091,10
CR,A,AP,10-G1,0.8181818181818182,9
comb,A,AP,10-G1,1.0,11
MAG,C,AP,10-G1,0.058823529411764705,1
OA,C,AP,10-G1,0.0,0
CR,C,AP,10-G1,0.0,0
comb,C,AP,10-G1,0.058823529411764705,1
MAG,B,AP,10-G1,0.5833333333333334,7
OA,B,AP,10-G1,0.6666666666666666,8
CR,B,AP,10-G1,0.08333333333333333,1
comb,B,AP,10-G1,0.5833333333333334,7
MAG,A,AP,10-G1,0.9230769230769231,12
OA,A,AP,10-G1,1.0,13
CR,A,AP,10-G1,0.8461538461538461,11
comb,A,AP,10-G1,0.9230769230769231,12
MAG,C,AP,10-G1,0.21428571428571427,3
OA,C,AP,10-G1,0.07142857142857142,1
CR,C,AP,10-G1,0.07142857142857142,1
comb,C,AP,10-G1,0.35714285714285715,5
MAG,B,AP,10-G1,0.5,4
OA,B,AP,10-G1,0.625,5
CR,B,AP,10-G1,0.5,4
comb,B,AP,10-G1,0.625,5
MAG,A,AP,10-G1,0.9333333333333333,14
OA,A,AP,10-G1,0.6666666666666666,10
CR,A,AP,10-G1,0.2,3
comb,A,AP,10-G1,0.9333333333333333,14
MAG,C,AP,10-G1,0.0,0
OA,C,AP,10-G1,0.06451612903225806,2
CR,C,AP,10-G1,0.0,0
comb,C,AP,10-G1,0.03225806451612903,1
MAG,A,AP,10-G1,0.7777777777777778,7
OA,A,AP,10-G1,0.3333333333333333,3
CR,A,AP,10-G1,0.1111111111111111,1
comb,A,AP,10-G1,0.7777777777777778,7
MAG,B,AP,10-G1,0.6666666666666666,8
OA,B,AP,10-G1,0.5,6
CR,B,AP,10-G1,0.16666666666666666,2
comb,B,AP,10-G1,0.6666666666666666,8
MAG,A,AP,10-G1,0.7058823529411765,12
OA,A,AP,10-G1,0.0,0
CR,A,AP,10-G1,0.0,0
comb,A,AP,10-G1,0.7058823529411765,12
MAG,B,AP,10-G1,0.38461538461538464,5
OA,B,AP,10-G1,0.5384615384615384,7
CR,B,AP,10-G1,0.15384615384615385,2
comb,B,AP,10-G1,0.46153846153846156,6
MAG,B,AP,10-G1,0.38461538461538464,5
OA,B,AP,10-G1,0.3076923076923077,4
CR,B,AP,10-G1,0.3076923076923077,4
comb,B,AP,10-G1,0.38461538461538464,5
MAG,B,AP,10-G1,0.5,5
OA,B,AP,10-G1,0.4,4
CR,B,AP,10-G1,0.1,1
comb,B,AP,10-G1,0.5,5
MAG,C,AP,10-G1,0.1,3
OA,C,AP,10-G1,0.03333333333333333,1
CR,C,AP,10-G1,0.0,0
comb,C,AP,10-G1,0.13333333333333333,4
MAG,A,AP,10-G1,0.65,13
OA,A,AP,10-G1,0.35,7
CR,A,AP,10-G1,0.0,0
comb,A,AP,10-G1,0.65,13
MAG,A,AP,13-D4,1.0,12
OA,A,AP,13-D4,0.9166666666666666,11
CR,A,AP,13-D4,1.0,12
comb,A,AP,13-D4,1.0,12
MAG,A,AP,13-D4,0.9230769230769231,12
OA,A,AP,13-D4,0.9230769230769231,12
CR,A,AP,13-D4,0.9230769230769231,12
comb,A,AP,13-D4,1.0,13
MAG,A,AP,13-D4,1.0,8
OA,A,AP,13-D4,1.0,8
CR,A,AP,13-D4,1.0,8
comb,A,AP,13-D4,1.0,8
MAG,A,AP,13-D4,1.0,14
OA,A,AP,13-D4,0.8571428571428571,12
CR,A,AP,13-D4,0.9285714285714286,13
comb,A,AP,13-D4,1.0,14
MAG,A,AP,13-D4,0.6923076923076923,9
OA,A,AP,13-D4,0.7692307692307693,10
CR,A,AP,13-D4,0.6923076923076923,9
comb,A,AP,13-D4,0.8461538461538461,11
MAG,C,AP,13-D4,0.0,0
OA,C,AP,13-D4,0.5384615384615384,14
CR,C,AP,13-D4,0.5384615384615384,14
comb,C,AP,13-D4,0.5769230769230769,15
MAG,A,AP,13-D4,1.0,3
OA,A,AP,13-D4,1.0,3
CR,A,AP,13-D4,1.0,3
comb,A,AP,13-D4,1.0,3
MAG,A,AP,13-D4,0.7,7
OA,A,AP,13-D4,0.8,8
CR,A,AP,13-D4,0.7,7
comb,A,AP,13-D4,0.7,7
MAG,A,AP,13-D4,0.9,9
OA,A,AP,13-D4,1.0,10
CR,A,AP,13-D4,0.8,8
comb,A,AP,13-D4,0.9,9
MAG,A,AP,13-D4,0.9090909090909091,10
OA,A,AP,13-D4,1.0,11
CR,A,AP,13-D4,1.0,11
comb,A,AP,13-D4,1.0,11
MAG,A,AP,13-D4,0.9285714285714286,26
OA,A,AP,13-D4,0.8928571428571429,25
CR,A,AP,13-D4,0.8928571428571429,25
comb,A,AP,13-D4,1.0,28
MAG,A,AP,13-D4,0.5882352941176471,10
OA,A,AP,13-D4,0.7647058823529411,13
CR,A,AP,13-D4,0.5882352941176471,10
comb,A,AP,13-D4,0.6470588235294118,11
MAG,A,AP,13-D4,1.0,6
OA,A,AP,13-D4,1.0,6
CR,A,AP,13-D4,1.0,6
comb,A,AP,13-D4,1.0,6
MAG,A,AP,13-D4,1.0,3
OA,A,AP,13-D4,1.0,3
CR,A,AP,13-D4,1.0,3
comb,A,AP,13-D4,1.0,3
MAG,A,AP,13-D4,1.0,9
OA,A,AP,13-D4,1.0,9
CR,A,AP,13-D4,1.0,9
comb,A,AP,13-D4,1.0,9
MAG,A,AP,13-D4,0.92,23
OA,A,AP,13-D4,0.88,22
CR,A,AP,13-D4,0.92,23
comb,A,AP,13-D4,0.96,24
MAG,A,AP,13-D4,1.0,10
OA,A,AP,13-D4,1.0,10
CR,A,AP,13-D4,1.0,10
comb,A,AP,13-D4,1.0,10
MAG,A,AP,13-D4,1.0,10
OA,A,AP,13-D4,1.0,10
CR,A,AP,13-D4,1.0,10
comb,A,AP,13-D4,1.0,10
MAG,A,AP,13-D4,0.7272727272727273,8
OA,A,AP,13-D4,0.7272727272727273,8
CR,A,AP,13-D4,0.45454545454545453,5
comb,A,AP,13-D4,0.7272727272727273,8
MAG,A,AP,13-D4,1.0,10
OA,A,AP,13-D4,1.0,10
CR,A,AP,13-D4,1.0,10
comb,A,AP,13-D4,1.0,10
MAG,C,AP,13-D4,0.0,0
OA,C,AP,13-D4,0.5,5
CR,C,AP,13-D4,0.5,5
comb,C,AP,13-D4,0.5,5
MAG,A,AP,13-D4,0.875,14
OA,A,AP,13-D4,0.8125,13
CR,A,AP,13-D4,0.8125,13
comb,A,AP,13-D4,1.0,16
MAG,A,AP,13-D4,0.9,9
OA,A,AP,13-D4,0.9,9
CR,A,AP,13-D4,0.7,7
comb,A,AP,13-D4,0.9,9
MAG,A,AP,13-D4,0.9047619047619048,19
OA,A,AP,13-D4,0.8095238095238095,17
CR,A,AP,13-D4,0.8095238095238095,17
comb,A,AP,13-D4,0.9047619047619048,19
MAG,B,AP,13-D4,0.5,5
OA,B,AP,13-D4,0.4,4
CR,B,AP,13-D4,0.4,4
comb,B,AP,13-D4,0.5,5
MAG,A,AP,13-D4,1.0,10
OA,A,AP,13-D4,0.8,8
CR,A,AP,13-D4,0.8,8
comb,A,AP,13-D4,1.0,10
MAG,A,AP,13-D4,0.8333333333333334,10
OA,A,AP,13-D4,1.0,12
CR,A,AP,13-D4,0.75,9
comb,A,AP,13-D4,1.0,12
MAG,A,AP,13-D4,0.8333333333333334,5
OA,A,AP,13-D4,1.0,6
CR,A,AP,13-D4,1.0,6
comb,A,AP,13-D4,1.0,6
MAG,A,AP,13-D4,1.0,24
OA,A,AP,13-D4,1.0,24
CR,A,AP,13-D4,1.0,24
comb,A,AP,13-D4,1.0,24
MAG,A,AP,13-D4,0.8,8
OA,A,AP,13-D4,0.7,7
CR,A,AP,13-D4,0.8,8
comb,A,AP,13-D4,0.9,9
MAG,A,AP,13-D4,0.5833333333333334,7
OA,A,AP,13-D4,0.6666666666666666,8
CR,A,AP,13-D4,0.6666666666666666,8
comb,A,AP,13-D4,0.75,9
MAG,A,AP,13-D4,1.0,9
OA,A,AP,13-D4,1.0,9
CR,A,AP,13-D4,1.0,9
comb,A,AP,13-D4,1.0,9
MAG,A,AP,13-D4,0.8823529411764706,15
OA,A,AP,13-D4,0.8823529411764706,15
CR,A,AP,13-D4,0.7647058823529411,13
comb,A,AP,13-D4,0.8823529411764706,15
MAG,A,AP,13-D4,1.0,9
OA,A,AP,13-D4,1.0,9
CR,A,AP,13-D4,0.8888888888888888,8
comb,A,AP,13-D4,1.0,9
MAG,A,AP,13-D4,0.9166666666666666,11
OA,A,AP,13-D4,0.9166666666666666,11
CR,A,AP,13-D4,0.8333333333333334,10
comb,A,AP,13-D4,1.0,12
MAG,B,AP,13-D4,0.15384615384615385,6
OA,B,AP,13-D4,0.1282051282051282,5
CR,B,AP,13-D4,0.1282051282051282,5
comb,B,AP,13-D4,0.1794871794871795,7
MAG,A,AP,13-D4,1.0,6
OA,A,AP,13-D4,1.0,6
CR,A,AP,13-D4,1.0,6
comb,A,AP,13-D4,1.0,6
MAG,A,AP,13-D4,1.0,12
OA,A,AP,13-D4,0.9166666666666666,11
CR,A,AP,13-D4,0.9166666666666666,11
comb,A,AP,13-D4,1.0,12
MAG,A,AP,13-D4,0.75,9
OA,A,AP,13-D4,0.5833333333333334,7
CR,A,AP,13-D4,0.5833333333333334,7
comb,A,AP,13-D4,0.8333333333333334,10
MAG,A,AP,13-D4,1.0,18
OA,A,AP,13-D4,0.8333333333333334,15
CR,A,AP,13-D4,0.7222222222222222,13
comb,A,AP,13-D4,1.0,18
MAG,A,AP,13-D4,1.0,11
OA,A,AP,13-D4,1.0,11
CR,A,AP,13-D4,1.0,11
comb,A,AP,13-D4,1.0,11
MAG,A,AP,13-D4,0.9230769230769231,12
OA,A,AP,13-D4,1.0,13
CR,A,AP,13-D4,0.8461538461538461,11
comb,A,AP,13-D4,0.9230769230769231,12
MAG,A,AP,13-D4,1.0,14
OA,A,AP,13-D4,1.0,14
CR,A,AP,13-D4,1.0,14
comb,A,AP,13-D4,1.0,14
MAG,A,AP,13-D4,0.6666666666666666,4
OA,A,AP,13-D4,1.0,6
CR,A,AP,13-D4,1.0,6
comb,A,AP,13-D4,1.0,6
MAG,A,AP,13-D4,1.0,6
OA,A,AP,13-D4,1.0,6
CR,A,AP,13-D4,1.0,6
comb,A,AP,13-D4,1.0,6
MAG,A,AP,13-D4,0.9090909090909091,10
OA,A,AP,13-D4,0.7272727272727273,8
CR,A,AP,13-D4,0.7272727272727273,8
comb,A,AP,13-D4,0.9090909090909091,10
MAG,A,AP,13-D4,0.8461538461538461,22
OA,A,AP,13-D4,0.9230769230769231,24
CR,A,AP,13-D4,0.9615384615384616,25
comb,A,AP,13-D4,0.9615384615384616,25
MAG,A,AP,13-D4,1.0,4
OA,A,AP,13-D4,1.0,4
CR,A,AP,13-D4,1.0,4
comb,A,AP,13-D4,1.0,4
MAG,A,AP,13-D4,0.7727272727272727,17
OA,A,AP,13-D4,0.8181818181818182,18
CR,A,AP,13-D4,0.8181818181818182,18
comb,A,AP,13-D4,0.8181818181818182,18
MAG,A,AP,13-D4,1.0,11
OA,A,AP,13-D4,0.9090909090909091,10
CR,A,AP,13-D4,1.0,11
comb,A,AP,13-D4,1.0,11
MAG,A,AP,13-D4,1.0,10
OA,A,AP,13-D4,0.9,9
CR,A,AP,13-D4,0.9,9
comb,A,AP,13-D4,1.0,10
MAG,A,AP,13-D4,0.9444444444444444,17
OA,A,AP,13-D4,0.8333333333333334,15
CR,A,AP,13-D4,0.6666666666666666,12
comb,A,AP,13-D4,0.9444444444444444,17
MAG,A,AP,13-D4,1.0,10
OA,A,AP,13-D4,1.0,10
CR,A,AP,13-D4,1.0,10
comb,A,AP,13-D4,1.0,10
MAG,A,AP,13-D4,0.9230769230769231,12
OA,A,AP,13-D4,1.0,13
CR,A,AP,13-D4,0.8461538461538461,11
comb,A,AP,13-D4,0.9230769230769231,12
MAG,A,AP,13-D4,1.0,24
OA,A,AP,13-D4,1.0,24
CR,A,AP,13-D4,1.0,24
comb,A,AP,13-D4,1.0,24
MAG,B,AP,13-D4,0.3,6
OA,B,AP,13-D4,0.5,10
CR,B,AP,13-D4,0.25,5
comb,B,AP,13-D4,0.4,8
MAG,A,AP,13-D4,0.8333333333333334,10
OA,A,AP,13-D4,0.75,9
CR,A,AP,13-D4,0.75,9
comb,A,AP,13-D4,0.8333333333333334,10
MAG,A,AP,13-D4,0.9333333333333333,14
OA,A,AP,13-D4,0.8,12
CR,A,AP,13-D4,0.6666666666666666,10
comb,A,AP,13-D4,0.9333333333333333,14
MAG,A,AP,13-D4,1.0,19
OA,A,AP,13-D4,1.0,19
CR,A,AP,13-D4,1.0,19
comb,A,AP,13-D4,1.0,19
MAG,A,AP,13-D4,1.0,8
OA,A,AP,13-D4,1.0,8
CR,A,AP,13-D4,1.0,8
comb,A,AP,13-D4,1.0,8
